,poet,poem,dynasty,setiments,title,arousal
728,明本,双髻云深古道危|不来夜半叩柴扉|六年底事成遗恨|寂寞空山啼子规,元,"{'holistic': '2', 'line1': '3', 'line2': '3', 'line3': '2', 'line4': '2'}",双髻峰有怀,"{'holistic': '4', 'line1': '2', 'line2': '4', 'line3': '4', 'line4': '4'}"
729,杨万里,北门今早顿然清|怀璧操金尽夜行|却有一般可怜底|羣偷枉却费家兄,宋,"{'holistic': '3', 'line1': '4', 'line2': '3', 'line3': '3', 'line4': '3'}",十山歌呈太守胡平一,"{'holistic': '2', 'line1': '3', 'line2': '3', 'line3': '2', 'line4': '2'}"
730,李之仪,翠盖相扶两不攲|多情独许见阳窥|千年自有逃形处|聊与清香暂约时,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '4'}",荷叶龟,"{'holistic': '2', 'line1': '3', 'line2': '3', 'line3': '2', 'line4': '2'}"
731,晁补之,老来山水兴弥深|不在长安侠少林|它日只为林下计|不将锦被作呻吟,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '2'}",复和定国惠竹皮枕谑句,"{'holistic': '4', 'line1': '3', 'line2': '4', 'line3': '3', 'line4': '4'}"
732,陆游,水精盏映碧琳腴|月下泠泠看似无|此酒定从何处得|判知不是文君垆,宋,"{'holistic': '3', 'line1': '4', 'line2': '3', 'line3': '3', 'line4': '3'}",寺楼月夜醉中戏作三首,"{'holistic': '4', 'line1': '3', 'line2': '3', 'line3': '4', 'line4': '4'}"
733,苏曼殊,收拾禅心侍镜台|沾泥残絮有沈哀|湘弦洒遍胭脂泪|香火重生劫后灰,近现代,"{'holistic': '2', 'line1': '3', 'line2': '2', 'line3': '1', 'line4': '2'}",为调筝人绘像二首,"{'holistic': '2', 'line1': '3', 'line2': '2', 'line3': '3', 'line4': '2'}"
734,王仲修,太平无事似熙丰|天乐声和下帝宫|禽鸟也能知乐事|宫莺娇醉弄春风,宋,"{'holistic': '5', 'line1': '5', 'line2': '5', 'line3': '4', 'line4': '5'}",宫词,"{'holistic': '4', 'line1': '2', 'line2': '2', 'line3': '4', 'line4': '4'}"
735,张籍,水北原南草色新|雪消风暖不生尘|城中车马应无数|能解闲行有几人,唐,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '3', 'line4': '3'}",与贾岛闲游,"{'holistic': '2', 'line1': '3', 'line2': '3', 'line3': '2', 'line4': '2'}"
736,杨万里,暮风似箭复如刀|落照那能暖客袍|天远地平城更阔|千寻玉塔尺来高,宋,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '3', 'line4': '3'}",船过苏州二首,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}"
737,刘克庄,未谏瑶华世未知|故人已讶道乡迟|退之著论差伤早|不待阳城伏閤时,宋,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '2', 'line4': '2'}",读本朝事有感十首,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}"
738,杨万里,道是兰溪水较宽|兰溪欲到怪生难|后船只羡前船快|不觉前船阁在滩,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",下横山滩头望金华山四首,"{'holistic': '2', 'line1': '3', 'line2': '2', 'line3': '2', 'line4': '2'}"
739,陆游,莫缘侯印学阴谋|生世惟须一钓舟|轻用镆铘终折缺|善刀何止解千牛,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",道室杂咏六首,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '4', 'line4': '4'}"
740,元好问,百年才觉古风回|元祐诸人次第来|讳学金陵犹有说|竟将何罪废欧梅,元,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",论诗三十首,"{'holistic': '4', 'line1': '3', 'line2': '3', 'line3': '4', 'line4': '4'}"
741,王冕,冷艳凝轻露|清香度晚风|如何冰玉质|却学小桃红,明,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '4', 'line4': '4'}",梅花十五首,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}"
742,张孝祥,金缕裁衣玉缀裳|扫除瘴暑作秋香|一杯拟做重阳赏|更借西风一夜凉,宋,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '3', 'line4': '4'}",偶得四月菊以奉提刑运使,"{'holistic': '2', 'line1': '3', 'line2': '3', 'line3': '2', 'line4': '2'}"
743,张耒,舍北小桃才及肩|可怜枝弱苦花繁|黄昏雨急东风恶|惜尔不禁春夜寒,宋,"{'holistic': '2', 'line1': '3', 'line2': '2', 'line3': '1', 'line4': '2'}",春日偶题四首,"{'holistic': '3', 'line1': '3', 'line2': '2', 'line3': '3', 'line4': '3'}"
744,范仲淹,片帆飞去若轻鸿|一霎春潮过浙东|王谢江山久萧索|子真今为起清风,宋,"{'holistic': '4', 'line1': '3', 'line2': '4', 'line3': '2', 'line4': '4'}",送鄞江窦尉,"{'holistic': '4', 'line1': '3', 'line2': '3', 'line3': '4', 'line4': '4'}"
745,黄庭坚,露晞风晚别春丛|拂掠残妆可意红|多病废诗仍止酒|可怜虽在与谁同,宋,"{'holistic': '2', 'line1': '3', 'line2': '2', 'line3': '2', 'line4': '2'}",王立之以小诗送并蒂牡丹戏答二首,"{'holistic': '2', 'line1': '3', 'line2': '3', 'line3': '2', 'line4': '2'}"
746,郑孝胥,潭上祠堂拜此辰|傍祠潭水碧鳞鳞|石城作里崇遗爱|嘉树成阴表好春,近现代,"{'holistic': '4', 'line1': '3', 'line2': '4', 'line3': '3', 'line4': '4'}",二月廿七日集沈祠文肃公生日,"{'holistic': '2', 'line1': '3', 'line2': '3', 'line3': '2', 'line4': '2'}"
747,王安石,百战疲劳壮士哀|中原一败势难回|江东子弟今虽在|肯与君王卷土来,宋,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '3', 'line4': '2'}",乌江亭,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '4', 'line4': '4'}"
748,赵崇嶓,幽斋宜清复宜温|高卧腾腾百不闻|赢得神安无梦事|从教黄叶夜纷纷,宋,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '5', 'line4': '3'}",幽斋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}"
749,王安石,孙陵西曲岸乌纱|知汝凄凉正忆家|人世岂能无聚散|亦逢佳节且吹花,宋,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '2', 'line4': '4'}",次吴氏女子韵,"{'holistic': '4', 'line1': '3', 'line2': '2', 'line3': '4', 'line4': '4'}"
750,苏辙,梓汉东西甲乙州|同时父子两诸侯|它年我作西归计|兄弟还能得此不,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",送周思道朝议归守汉州三绝,"{'holistic': '4', 'line1': '3', 'line2': '4', 'line3': '4', 'line4': '4'}"
751,白居易,九月徐州新战后|悲风杀气满山河|唯有流沟山下寺|门前依旧白云多,唐,"{'holistic': '2', 'line1': '3', 'line2': '1', 'line3': '3', 'line4': '2'}",乱后过流沟寺,"{'holistic': '3', 'line1': '4', 'line2': '4', 'line3': '3', 'line4': '3'}"
752,寇准,萧萧疏叶下长亭|云淡秋空一雁经|惟有北人偏怅望|孤城独上倚楼听,宋,"{'holistic': '2', 'line1': '3', 'line2': '3', 'line3': '2', 'line4': '2'}",舂陵闻雁,"{'holistic': '4', 'line1': '3', 'line2': '3', 'line3': '4', 'line4': '4'}"
753,王安石,草没苔侵弃道周|误恩三品竟何酬|国亡今日顽无耻|似为当年不与谋,宋,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '2', 'line4': '2'}",三品石,"{'holistic': '4', 'line1': '3', 'line2': '3', 'line3': '4', 'line4': '4'}"
754,萨都剌,月轮西转日生东|四海车书总会同|骑马出门天万里|山川长在别离中,元,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '2'}",将入闽赵郡崔好德求题舆地图,"{'holistic': '2', 'line1': '3', 'line2': '3', 'line3': '2', 'line4': '2'}"
755,宋祁,总总长柯上|离离翠实疏|休誇冒霜雪|仅得守门闾,宋,"{'holistic': '2', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '2'}",书斋前柏八株森植翠茂,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '4', 'line4': '3'}"
756,钱时,片石飞来入品题|曲栏池上尔偏宜|老怀易得生欢喜|冷面相看又赋诗,宋,"{'holistic': '3', 'line1': '3', 'line2': '4', 'line3': '4', 'line4': '2'}",得片石著岁寒栏干外二首,"{'holistic': '2', 'line1': '3', 'line2': '3', 'line3': '2', 'line4': '2'}"
757,司马光,桃李都无日|梧桐半死身|那堪衰病意|更作独游人,宋,"{'holistic': '1', 'line1': '2', 'line2': '2', 'line3': '1', 'line4': '2'}",初夏独游南园二首,"{'holistic': '2', 'line1': '3', 'line2': '3', 'line3': '2', 'line4': '2'}"
758,李涉,能使时平四十春|开元圣主得贤臣|当时姚宋并燕许|尽是骊山从驾人,唐,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '3', 'line4': '3'}",题温泉,"{'holistic': '4', 'line1': '3', 'line2': '4', 'line3': '4', 'line4': '4'}"
759,胡宿,商管微阴动|良辰午正端|三光扶圣寿|亿载奉皇欢,宋,"{'holistic': '5', 'line1': '3', 'line2': '4', 'line3': '5', 'line4': '5'}",皇帝閤端午帖子,"{'holistic': '4', 'line1': '3', 'line2': '3', 'line3': '4', 'line4': '4'}"
760,陆游,秋风袅袅雨斑斑|身隐幽窗笔砚间|小试壶公缩地术|数峰闲对道州山,宋,"{'holistic': '3', 'line1': '2', 'line2': '3', 'line3': '3', 'line4': '3'}",道石三首,"{'holistic': '4', 'line1': '3', 'line2': '3', 'line3': '4', 'line4': '4'}"
761,晁补之,闻道一廛亲卜筑|亦求百亩伴锄犁|那知湖海归来日|只及乡闾会葬时,宋,"{'holistic': '2', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '2'}",蔡州叔父金部挽歌辞五首,"{'holistic': '2', 'line1': '3', 'line2': '3', 'line3': '2', 'line4': '2'}"
762,刘克庄,暮色苍然上野台|废塘尚有数荷开|望中爱杀城南柳|只怕霜风一夜来,宋,"{'holistic': '2', 'line1': '2', 'line2': '4', 'line3': '4', 'line4': '2'}",秋望二首,"{'holistic': '4', 'line1': '3', 'line2': '3', 'line3': '4', 'line4': '4'}"
763,王安石,亭亭风露拥川坻|天放娇娆岂自知|一舸超然他日事|故应将尔当西施,宋,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '4', 'line4': '4'}",荷花,"{'holistic': '4', 'line1': '3', 'line2': '3', 'line3': '4', 'line4': '4'}"
764,张耒,动地春风晚未休|吹花折柳却成愁|尘埃不用频车马|独卧氍毹正拥裘,宋,"{'holistic': '2', 'line1': '3', 'line2': '2', 'line3': '2', 'line4': '3'}",徐园閒步二首,"{'holistic': '4', 'line1': '3', 'line2': '3', 'line3': '4', 'line4': '4'}"
765,陈宓,连年疾疠缘何事|祇为天时太暖生|今日六花初献瑞|定知田里顿身轻,宋,"{'holistic': '4', 'line1': '2', 'line2': '3', 'line3': '4', 'line4': '4'}",延平得雪,"{'holistic': '4', 'line1': '3', 'line2': '3', 'line3': '4', 'line4': '4'}"
766,龙辅,君信问平安|闺中差可欢|竹佳连露倚|云好下阶看,宋,"{'holistic': '5', 'line1': '3', 'line2': '3', 'line3': '5', 'line4': '5'}",答外,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '3', 'line4': '3'}"
767,宋祁,连天华帟竦南端|画角吟龙叠鼓喧|按曲已休雕辇入|五营斜日亚旗竿,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",和晏相公青城,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}"
768,何梦桂,凝香坐啸有弘农|更得冰壶照幕中|人道千峯多好事|好宾尤好主人翁,宋,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '4', 'line4': '4'}",和管雪堂劝农之什,"{'holistic': '2', 'line1': '3', 'line2': '3', 'line3': '2', 'line4': '2'}"
769,许浑,又携刀笔泛膺舟|蓝口风高桂楫留|还似郢中歌一曲|夜来春雪照西楼,唐,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",酬江西卢端公蓝口阻风见寄之什,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}"
770,杨万里,今岁略无霜报寒|忽然一夜雪漫漫|雪花要作梅花地|十月早梅和雪看,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",走笔和张功父玉照堂十绝句,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}"
771,王松,暮云惨淡正愁侬|有酒难浇块垒胸|迂拙深时招世谤|是非多处结交慵,淸,"{'holistic': '1', 'line1': '1', 'line2': '2', 'line3': '2', 'line4': '2'}",感作,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '2', 'line4': '2'}"
772,丘逢甲,瘦石零花半塔欹|萧条香蜕葬江湄|尚书老死遗民尽|谁署天潢小裔碑,淸,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '2', 'line4': '3'}",王姑庵绝句十六首,"{'holistic': '4', 'line1': '3', 'line2': '3', 'line3': '4', 'line4': '4'}"
773,白居易,半朽临风树|多情立马人|开元一株柳|长庆二年春,唐,"{'holistic': '2', 'line1': '2', 'line2': '3', 'line3': '3', 'line4': '3'}",勤政楼西老柳,"{'holistic': '4', 'line1': '3', 'line2': '3', 'line3': '4', 'line4': '4'}"
774,刘克庄,先生岁晚被人疑|梅畔浑无一字诗|明月清风愁并案|野花啼鸟怕随司,宋,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '2', 'line4': '2'}",病后访梅九绝,"{'holistic': '2', 'line1': '3', 'line2': '3', 'line3': '2', 'line4': '2'}"
775,贾岛,小池谁见凿时初|走水南来十里馀|楼上日斜吹暮角|院中人出锁游鱼,唐,"{'holistic': '2', 'line1': '3', 'line2': '3', 'line3': '2', 'line4': '2'}",滕校书使院小池,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}"
776,白居易,碧油幢下捧新诗|荣贱虽殊共一悲|涕泪满襟君莫怪|甘泉侍从最多时,唐,"{'holistic': '1', 'line1': '3', 'line2': '2', 'line3': '1', 'line4': '3'}",奉酬李相公见示绝句,"{'holistic': '2', 'line1': '3', 'line2': '2', 'line3': '2', 'line4': '3'}"
777,范成大,曲浦弯环绕县青|一杯閒客两飘零|琵琶不语苍烟暮|山水清音著意听,宋,"{'holistic': '2', 'line1': '3', 'line2': '2', 'line3': '2', 'line4': '3'}",清音堂与赵德庄太常小饮在馀干琵琶洲傍洲以形似得名,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}"
778,黄庭坚,斲鼻昔常尔|绝弦知者稀|无人与争长|惟有钓鱼矶,宋,"{'holistic': '3', 'line1': '3', 'line2': '2', 'line3': '3', 'line4': '3'}",次韵吉老十小诗,"{'holistic': '2', 'line1': '3', 'line2': '3', 'line3': '2', 'line4': '2'}"
779,王安石,将母邗沟上|留家白纻阴|月明闻杜宇|南北总关心,宋,"{'holistic': '2', 'line1': '3', 'line2': '3', 'line3': '2', 'line4': '2'}",将母,"{'holistic': '4', 'line1': '3', 'line2': '3', 'line3': '4', 'line4': '4'}"
780,王邦畿,南天风雨黯南州|折柳春江南渡头|聚散一时君莫叹|百年终有此离忧,明,"{'holistic': '2', 'line1': '2', 'line2': '3', 'line3': '3', 'line4': '2'}",送朱士琏归南州,"{'holistic': '4', 'line1': '3', 'line2': '3', 'line3': '4', 'line4': '4'}"
781,杨万里,客愁满目政无聊|忽报船经杨子桥|未到江南心已喜|隔江山色碧相招,宋,"{'holistic': '4', 'line1': '2', 'line2': '3', 'line3': '4', 'line4': '4'}",过杨子桥二首,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '2', 'line4': '3'}"
782,苏辙,北风吹雪密还稀|雪势渐多风力微|孤棹独依银世界|山川路绝欲安归,宋,"{'holistic': '2', 'line1': '3', 'line2': '3', 'line3': '2', 'line4': '3'}",舟中风雪五绝,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}"
783,文天祥,海胡舶千艘|肉食三十万|江平不肯流|到今有遗恨,宋,"{'holistic': '2', 'line1': '3', 'line2': '3', 'line3': '2', 'line4': '2'}",镇江之战第十八,"{'holistic': '4', 'line1': '3', 'line2': '4', 'line3': '4', 'line4': '4'}"
784,张耒,北征谈笑缚姚公|静扫诸陵见洛嵩|不用登高笑夷甫|正缘此辈使君雄,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",桓温,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '4', 'line4': '4'}"
785,刘克庄,畏死仕新室|轻生谢季伦|细评投阁者|大愧坠楼人,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",绿珠,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '4', 'line4': '4'}"
786,范纯仁,美人成列抹朱弦|劝得嘉宾醉满筵|却笑西湖游赏处|村歌社舞谩盈船,宋,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '4', 'line4': '4'}",和持国听琵琶二首,"{'holistic': '3', 'line1': '3', 'line2': '2', 'line3': '2', 'line4': '3'}"
787,薛青萍,宠赐长文阐孝思|当年悲痛此翁知|寻常小别犹难耐|况是终天抱恨时,近现代,"{'holistic': '2', 'line1': '3', 'line2': '2', 'line3': '2', 'line4': '1'}",敬读宋剑秋老先生为拙稿怀母诗所撰长跋,"{'holistic': '4', 'line1': '3', 'line2': '3', 'line3': '4', 'line4': '4'}"
788,贺铸,雀声啧啧燕飞飞|在得残红一两枝|睡思乍来还乍去|日长披卷下帘时,宋,"{'holistic': '3', 'line1': '4', 'line2': '4', 'line3': '3', 'line4': '3'}",清燕堂,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}"
789,晏殊,北苑中春岫幌开|里民清晓驾肩来|丰隆已助新芽出|更作讙声动地催,宋,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '4', 'line4': '4'}",建茶,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}"
790,张籍,共踏长安街里尘|吴州独作未归身|昔年旧宅今谁住|君过西塘与问人,唐,"{'holistic': '2', 'line1': '3', 'line2': '2', 'line3': '2', 'line4': '3'}",送（一作赠）陆畅,"{'holistic': '4', 'line1': '3', 'line2': '3', 'line3': '4', 'line4': '4'}"
791,白玉蟾,大隠在朝市|仙人好楼居|方平今白发|未许见麻姑,宋,"{'holistic': '2', 'line1': '3', 'line2': '4', 'line3': '2', 'line4': '2'}",感咏十解寄呈杨安抚,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}"
792,张耒,西风袅袅木飕飕|身在江湖北岸州|自古楚人词最好|为君重赋竟陵秋,宋,"{'holistic': '3', 'line1': '2', 'line2': '3', 'line3': '4', 'line4': '4'}",立秋二首,"{'holistic': '4', 'line1': '3', 'line2': '3', 'line3': '4', 'line4': '4'}"
793,陆游,得米还忧无束薪|今年真欲甑生尘|椎奴跣婢皆辞去|始觉卢仝未苦贫,宋,"{'holistic': '3', 'line1': '2', 'line2': '2', 'line3': '3', 'line4': '3'}",贫病戏书二首,"{'holistic': '2', 'line1': '3', 'line2': '3', 'line3': '2', 'line4': '2'}"
794,李商隐,向晚意不适|驱车登古原|夕阳无限好|只是近黄昏,唐,"{'holistic': '2', 'line1': '2', 'line2': '3', 'line3': '4', 'line4': '2'}",乐游原,"{'holistic': '2', 'line1': '3', 'line2': '3', 'line3': '2', 'line4': '2'}"
795,杨万里,五日姑苏一醉中|醉中看尽牡丹红|阻风只怕松江渡|过了松江却阻风,宋,"{'holistic': '3', 'line1': '3', 'line2': '4', 'line3': '3', 'line4': '3'}",已过吴江阻风上湖口二首,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}"
796,汪应辰,自然长寿又康宁|德合无疆万物亨|圣主爱亲思尽美|更羞仙术助延生,宋,"{'holistic': '5', 'line1': '5', 'line2': '5', 'line3': '5', 'line4': '5'}",太上皇后閤端午帖子词,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '4', 'line4': '4'}"
797,陆游,路近城南已怕行|沈家园里更伤情|香穿客袖梅花在|绿蘸寺桥春水生,宋,"{'holistic': '1', 'line1': '2', 'line2': '1', 'line3': '2', 'line4': '3'}",十二月二日夜梦游沈氏园亭二首,"{'holistic': '3', 'line1': '3', 'line2': '2', 'line3': '3', 'line4': '3'}"
798,李商隐,欲为平生一散愁|洞庭湖上岳阳楼|可怜万里堪乘兴|枉是蛟龙解覆舟,唐,"{'holistic': '2', 'line1': '2', 'line2': '3', 'line3': '2', 'line4': '2'}",岳阳楼,"{'holistic': '2', 'line1': '2', 'line2': '3', 'line3': '2', 'line4': '2'}"
799,杜牧,似火山榴映小山|繁中能薄艳中闲|一朵佳人玉钗上|秪疑烧却翠云鬟,唐,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '4', 'line4': '4'}",山石榴,"{'holistic': '2', 'line1': '3', 'line2': '3', 'line3': '2', 'line4': '2'}"
